Customer_No,Prediction,Probability_Prediction
116711,0,0.0368173
116712,1,0.346006993
116713,0,0.184020282
116714,0,0.056113053
116715,0,0.20060111
116716,1,0.234576395
116717,0,0.063240937
116718,0,0.05534572
116719,0,0.063072117
116720,0,0.114797423
116721,0,0.09268519
116722,0,0.126055253
116723,0,0.092337697
116724,0,0.067121129
116725,0,0.123227601
116726,0,0.183927073
116727,0,0.094747546
116728,0,0.087624894
116729,0,0.096420921
116730,0,0.075432097
116731,0,0.165092677
116732,0,0.131982215
116733,1,0.273943094
116734,0,0.115808288
116735,1,0.318793203
116736,0,0.073662455
116737,0,0.080892291
116738,0,0.082092696
116739,0,0.075397649
116740,0,0.100256952
116741,0,0.12989675
116742,0,0.07922363
116743,0,0.066026515
116744,0,0.128842713
116745,0,0.063111044
116746,1,0.307243333
116747,0,0.042677165
116748,0,0.167025349
116749,1,0.228317147
116750,0,0.157855591
116751,0,0.122822011
116752,0,0.045399551
116753,0,0.064068568
116754,0,0.172057486
116755,0,0.127395505
116756,0,0.09228795
116757,0,0.070937635
116758,0,0.08285977
116759,0,0.165724473
116760,0,0.094193159
116761,0,0.061738339
116762,0,0.088320653
116763,0,0.096636895
116764,0,0.069628261
116765,0,0.189197022
116766,0,0.054016035
116767,0,0.080319181
116768,0,0.11950795
116769,0,0.115593674
116770,0,0.162919399
116771,0,0.079351
116772,0,0.168811903
116773,1,0.251857433
116774,0,0.043576778
116775,0,0.06896481
116776,0,0.111048015
116777,0,0.061811009
116778,0,0.143127774
116779,0,0.212537799
116780,0,0.09006097
116781,0,0.079213506
116782,0,0.072044861
116783,0,0.06404304
116784,0,0.094982473
116785,0,0.115918444
116786,0,0.078498204
116787,0,0.161225918
116788,0,0.056000145
116789,0,0.096977352
116790,0,0.041594565
116791,0,0.047642073
116792,0,0.108081538
116793,0,0.059301353
116794,0,0.081762953
116795,0,0.073592969
116796,0,0.061539292
116797,0,0.059151714
116798,0,0.064965834
116799,0,0.103230455
116800,0,0.056823784
116801,0,0.085721641
116802,1,0.291325067
116803,1,0.27034166
116804,0,0.155639344
116805,0,0.130746687
116806,0,0.076105585
116807,0,0.071439583
116808,1,0.23594126
116809,0,0.084295044
116810,0,0.069625463
116811,0,0.091430727
116812,1,0.230824534
116813,0,0.120667763
116814,0,0.072961442
116815,0,0.084831228
116816,0,0.107315129
116817,0,0.133794363
116818,0,0.090114551
116819,1,0.234822018
116820,0,0.081801604
116821,0,0.077424468
116822,0,0.140486694
116823,0,0.103000369
116824,0,0.074779471
116825,0,0.041100343
116826,0,0.164793783
116827,0,0.154035273
116828,0,0.058087347
116829,0,0.176768921
116830,0,0.151884427
116831,0,0.082605785
116832,0,0.073156421
116833,0,0.137395443
116834,0,0.081550551
116835,1,0.273926362
116836,0,0.081680548
116837,0,0.067747974
116838,0,0.065504796
116839,0,0.060632559
116840,0,0.081198551
116841,0,0.070448134
116842,0,0.050181386
116843,0,0.163583233
116844,0,0.083481707
116845,0,0.078473957
116846,0,0.122092358
116847,0,0.14194752
116848,0,0.112757805
116849,0,0.083474412
116850,0,0.070365975
116851,0,0.072403147
116852,1,0.218334895
116853,0,0.126543203
116854,0,0.084965228
116855,0,0.095013635
116856,0,0.063596134
116857,0,0.091986116
116858,0,0.183522638
116859,1,0.246311859
116860,0,0.105839461
116861,0,0.086459111
116862,0,0.149721303
116863,0,0.07769318
116864,0,0.13191578
116865,0,0.06826598
116866,0,0.083364769
116867,0,0.209558609
116868,0,0.060707461
116869,0,0.070992166
116870,0,0.06421759
116871,0,0.086891682
116872,1,0.306713192
116873,0,0.045494542
116874,0,0.072499848
116875,0,0.083591862
116876,0,0.118056742
116877,0,0.112410851
116878,0,0.111309424
116879,0,0.07787855
116880,0,0.057030993
116881,0,0.119595792
116882,0,0.082671197
116883,0,0.20353712
116884,0,0.087630526
116885,0,0.063493818
116886,0,0.123857008
116887,0,0.063033254
116888,0,0.132386505
116889,0,0.16041308
116890,1,0.229674451
116891,0,0.063128146
116892,0,0.168791634
116893,0,0.064888129
116894,0,0.077804659
116895,0,0.103780953
116896,0,0.114738462
116897,1,0.361408037
116898,0,0.104804186
116899,0,0.081835829
116900,0,0.114938655
116901,0,0.079139998
116902,0,0.079961655
116903,0,0.189337167
116904,0,0.096383111
116905,0,0.068462813
116906,0,0.087833501
116907,1,0.291535082
116908,0,0.083081913
116909,0,0.151916005
116910,0,0.073226966
116911,0,0.053782762
116912,0,0.08401306
116913,0,0.070516046
116914,0,0.067050518
116915,0,0.084934411
116916,0,0.191107569
116917,0,0.058195996
116918,0,0.085683462
116919,0,0.096336226
116920,0,0.163439997
116921,0,0.162322877
116922,0,0.085003212
116923,0,0.156542502
116924,0,0.0614868
116925,0,0.123218099
116926,0,0.080287834
116927,0,0.119236209
116928,0,0.07130173
116929,0,0.201325859
116930,0,0.086375863
116931,0,0.13658223
116932,0,0.179439138
116933,0,0.053112952
116934,0,0.100079661
116935,0,0.048095638
116936,0,0.086039251
116937,0,0.085296232
116938,0,0.044680875
116939,0,0.05449526
116940,0,0.086622617
116941,0,0.098801401
116942,0,0.078717115
116943,0,0.105176777
116944,0,0.071450227
116945,0,0.091536274
116946,0,0.181019235
116947,0,0.090702341
116948,0,0.169998008
116949,0,0.105569568
116950,0,0.066963582
116951,0,0.093438808
116952,0,0.088815777
116953,0,0.108901199
116954,1,0.268329474
116955,0,0.071346397
116956,0,0.057032144
116957,0,0.142040122
116958,0,0.085055648
116959,0,0.069818833
116960,0,0.076792975
116961,0,0.067544298
116962,0,0.071006622
116963,0,0.113575673
116964,0,0.055633105
116965,0,0.099288766
116966,0,0.211723559
116967,0,0.180818451
116968,0,0.192394411
116969,0,0.166033598
116970,0,0.084330519
116971,0,0.110405086
116972,0,0.076838804
116973,1,0.315510751
116974,0,0.084128792
116975,0,0.066012413
116976,0,0.135789356
116977,0,0.093981226
116978,0,0.147513011
116979,0,0.092175795
116980,0,0.073223273
116981,0,0.117089914
116982,0,0.1363143
116983,0,0.075252998
116984,0,0.079794295
116985,0,0.064490563
116986,0,0.050741036
116987,0,0.172312709
116988,1,0.333901005
116989,0,0.079502349
116990,0,0.07975483
116991,0,0.074221262
116992,0,0.093909396
116993,1,0.232662045
116994,0,0.139087959
116995,0,0.148467248
116996,0,0.076450067
116997,1,0.242986094
116998,0,0.081266759
116999,1,0.318752757
117000,0,0.118904832
117001,0,0.135281219
117002,1,0.233725364
117003,0,0.056505979
117004,0,0.078735815
117005,0,0.073847878
117006,1,0.322918816
117007,1,0.347505899
117008,0,0.128425842
117009,0,0.067778323
117010,0,0.119255603
117011,0,0.076270185
117012,0,0.08588216
117013,0,0.069511663
117014,0,0.084694907
117015,0,0.091785893
117016,0,0.110821883
117017,0,0.091147023
117018,0,0.145216487
117019,0,0.075165664
117020,0,0.086218619
117021,1,0.249151417
117022,0,0.090754856
117023,0,0.063533951
117024,1,0.295818196
117025,0,0.081499669
117026,0,0.104701867
117027,1,0.229005783
117028,0,0.080968128
117029,0,0.144059429
117030,0,0.079910876
117031,0,0.181294723
117032,0,0.206157276
117033,0,0.115351801
117034,0,0.077260791
117035,0,0.060670647
117036,0,0.075549968
117037,0,0.08656306
117038,0,0.109025646
117039,1,0.254937847
117040,0,0.073584474
117041,0,0.101479434
117042,0,0.07998192
117043,1,0.225514126
117044,0,0.078976281
117045,1,0.249030937
117046,0,0.077555235
117047,0,0.037767349
117048,0,0.081239357
117049,0,0.069857602
117050,0,0.145558311
117051,0,0.074513873
117052,0,0.128549602
117053,0,0.079209561
117054,0,0.050079325
117055,0,0.080021788
117056,0,0.191172171
117057,0,0.073284089
117058,0,0.081447735
117059,1,0.243769397
117060,0,0.081536938
117061,0,0.039182133
117062,0,0.086257417
117063,0,0.063711531
117064,0,0.179314844
117065,0,0.077758766
117066,1,0.25584607
117067,0,0.160774244
117068,0,0.069678334
117069,0,0.078528715
117070,0,0.053583687
117071,0,0.188612888
117072,0,0.045518436
117073,0,0.036173931
117074,0,0.043136175
117075,0,0.08881235
117076,0,0.163701645
117077,0,0.083740309
117078,0,0.127892083
117079,0,0.183637346
117080,0,0.055538278
117081,0,0.157863362
117082,0,0.105153614
117083,0,0.068621832
117084,0,0.103567954
117085,0,0.112015429
117086,0,0.056409858
117087,1,0.356090522
117088,0,0.088392982
117089,1,0.314719569
117090,1,0.327195461
117091,0,0.085250634
117092,0,0.15804104
117093,0,0.083339765
117094,0,0.083255154
117095,0,0.149353115
117096,0,0.112262395
117097,0,0.146795099
117098,1,0.302308997
117099,0,0.062124977
117100,0,0.069628261
117101,0,0.048623994
117102,0,0.102235748
117103,1,0.359870474
117104,0,0.192550699
117105,0,0.064306578
117106,0,0.082471628
117107,0,0.177965876
117108,0,0.087602604
117109,1,0.258994887
117110,0,0.159981957
117111,1,0.225634622
117112,1,0.269156368
117113,1,0.252695779
117114,1,0.358277542
117115,0,0.090193214
117116,1,0.255189028
117117,1,0.493042623
117118,1,0.361330619
117119,0,0.08202797
117120,1,0.37228947
117121,0,0.161136278
117122,1,0.248172424
117123,0,0.184105986
117124,1,0.31607925
117125,0,0.060120466
117126,0,0.160435774
117127,0,0.089714466
117128,1,0.372595979
117129,0,0.104553969
117130,1,0.245299997
117131,0,0.108897513
117132,0,0.079635011
117133,0,0.157429128
117134,0,0.110806453
117135,1,0.65797845
117136,1,0.314809623
117137,1,0.277042809
117138,1,0.350062621
117139,1,0.333693577
117140,1,0.358603485
117141,0,0.092455207
117142,0,0.142426649
117143,0,0.205730961
117144,0,0.133283236
117145,1,0.355262739
117146,1,0.370638368
117147,1,0.345997197
117148,0,0.067378829
117149,0,0.050298728
117150,1,0.36550038
117151,0,0.114103382
117152,1,0.273393197
117153,0,0.054670754
117154,0,0.12901751
117155,0,0.062707377
117156,0,0.110757561
117157,0,0.135368666
117158,0,0.089712272
117159,1,0.344678268
117160,1,0.287267325
117161,0,0.123349322
117162,0,0.083075982
117163,1,0.293535133
117164,0,0.177974291
117165,0,0.093986535
117166,1,0.225333163
117167,1,0.249314912
117168,0,0.077937465
117169,0,0.091635165
117170,0,0.100879304
117171,1,0.269337277
117172,0,0.149668216
117173,0,0.0715007
117174,1,0.413119197
117175,0,0.044102859
117176,0,0.128163058
117177,0,0.068331673
117178,1,0.293885195
117179,1,0.387865339
117180,1,0.264244577
117181,0,0.122986468
117182,1,0.436238715
117183,0,0.129889088
117184,0,0.137276855
117185,1,0.260478021
117186,1,0.219971495
117187,1,0.276119733
117188,1,0.288847462
117189,0,0.150808004
117190,1,0.265380331
117191,0,0.199556632
117192,0,0.056058535
117193,1,0.246527431
117194,1,0.391534173
117195,0,0.070369966
117196,1,0.302055849
117197,0,0.065981305
117198,1,0.33583011
117199,0,0.120803783
117200,0,0.101045818
117201,0,0.190018289
117202,1,0.321219556
117203,0,0.109705873
117204,1,0.375958496
117205,0,0.123176935
117206,0,0.064514635
117207,1,0.426673474
117208,1,0.250686286
117209,0,0.089028195
117210,0,0.125819963
117211,0,0.141600587
117212,0,0.202324009
117213,0,0.186533255
117214,0,0.118650531
117215,0,0.216091763
117216,1,0.339017096
117217,0,0.168685598
117218,0,0.216785325
117219,1,0.306423892
117220,0,0.080977106
117221,0,0.11018326
117222,0,0.071652071
117223,1,0.329508401
117224,0,0.065442163
117225,0,0.098787832
117226,0,0.087151429
117227,1,0.447978442
117228,0,0.066649254
117229,0,0.091311038
117230,0,0.12188019
117231,1,0.333328605
117232,1,0.3996391
117233,1,0.29650168
117234,1,0.275180869
117235,0,0.088609083
117236,1,0.317944044
117237,0,0.066659371
117238,1,0.376874193
117239,1,0.278134417
117240,0,0.212125019
117241,0,0.127812047
117242,0,0.193001933
117243,0,0.086639604
117244,0,0.193454441
117245,1,0.294986464
117246,1,0.220274316
117247,0,0.104269115
117248,0,0.140965375
117249,1,0.347490517
117250,1,0.474674859
117251,0,0.179365354
117252,0,0.079235903
117253,0,0.120165211
117254,0,0.06301295
117255,0,0.156866912
117256,0,0.142229045
117257,0,0.192729399
117258,0,0.124927851
117259,0,0.131565305
117260,1,0.363595927
117261,0,0.166389394
117262,0,0.141152046
117263,0,0.077161281
117264,1,0.354190584
117265,0,0.141433287
117266,0,0.107918387
117267,0,0.101897377
117268,0,0.062366948
117269,0,0.072723383
117270,0,0.118679258
117271,0,0.078032862
117272,1,0.407132063
117273,0,0.118080416
117274,0,0.0874109
117275,0,0.062740624
117276,0,0.189876562
117277,1,0.424827979
117278,0,0.057244917
117279,1,0.342413962
117280,0,0.13417041
117281,1,0.2993475
117282,1,0.284987304
117283,0,0.196536378
117284,1,0.28977889
117285,1,0.237987795
117286,0,0.104920421
117287,0,0.064636341
117288,0,0.195345449
117289,0,0.149747937
117290,0,0.183450634
117291,1,0.313318576
117292,0,0.168174701
117293,1,0.267791553
117294,1,0.362030905
117295,0,0.079084729
117296,0,0.095823539
117297,1,0.310705586
117298,0,0.095331288
117299,0,0.179173294
117300,0,0.07286197
117301,0,0.084229799
117302,1,0.288316295
117303,0,0.115198666
117304,0,0.089442879
117305,1,0.249137671
117306,1,0.34312197
117307,1,0.255553879
117308,0,0.072253761
117309,0,0.122158098
117310,1,0.327251758
117311,0,0.102416575
117312,1,0.229684707
117313,1,0.339627616
117314,0,0.076194635
117315,0,0.129514605
117316,0,0.18023367
117317,0,0.119345478
117318,1,0.256370948
117319,1,0.379791908
117320,0,0.119138247
117321,1,0.283755184
117322,0,0.093474745
117323,0,0.080614706
117324,1,0.233350306
117325,0,0.116144377
117326,0,0.120583765
117327,1,0.260651535
117328,1,0.353481134
117329,1,0.441450022
117330,0,0.075045354
117331,0,0.161281209
117332,0,0.078623163
117333,0,0.212341224
117334,1,0.304428799
117335,0,0.205625106
117336,0,0.191847488
117337,1,0.295716851
117338,1,0.277705045
117339,1,0.233227485
117340,1,0.253515113
117341,0,0.087917584
117342,0,0.205857622
117343,1,0.235930952
117344,0,0.211971543
117345,1,0.376638057
117346,0,0.121697942
117347,0,0.106352823
117348,0,0.071448503
117349,0,0.115160972
117350,0,0.181727672
117351,0,0.075209213
117352,0,0.097968974
117353,1,0.414370701
117354,1,0.416264059
117355,1,0.21840893
117356,1,0.347756906
117357,0,0.096347198
117358,0,0.114114543
117359,1,0.224598097
117360,1,0.29114651
117361,1,0.373269734
117362,1,0.343468081
117363,0,0.116347212
117364,0,0.073089
117365,0,0.188691194
117366,0,0.173562044
117367,0,0.151524828
117368,1,0.285681628
117369,0,0.117020267
117370,1,0.431551051
117371,0,0.131562543
117372,1,0.259191347
117373,0,0.067254791
117374,0,0.048810544
117375,1,0.425477756
117376,1,0.263248881
117377,0,0.088413562
117378,0,0.120823258
117379,0,0.148228386
117380,0,0.14219236
117381,1,0.256685017
117382,1,0.391144184
117383,0,0.100189081
117384,0,0.16143215
117385,0,0.074341958
117386,0,0.168656788
117387,0,0.088782443
117388,0,0.075035635
117389,0,0.051218096
117390,0,0.104625528
117391,1,0.401471639
117392,1,0.263828128
117393,0,0.188039608
117394,0,0.096041026
117395,0,0.069794173
117396,1,0.249137671
117397,0,0.172321913
117398,1,0.270680237
117399,0,0.170152634
117400,1,0.235298471
117401,0,0.05639511
117402,0,0.137254808
117403,0,0.087553609
117404,1,0.425571256
117405,1,0.240565646
117406,0,0.104508902
117407,0,0.099863772
117408,1,0.32455825
117409,0,0.113832063
117410,1,0.254819523
117411,0,0.140067278
117412,0,0.169646264
117413,0,0.116348811
117414,0,0.127603826
117415,0,0.070726441
117416,1,0.337993323
117417,0,0.135645157
117418,1,0.270596071
117419,1,0.256337935
117420,1,0.316463914
117421,0,0.087227764
117422,0,0.192805024
117423,1,0.244463071
117424,0,0.05503734
117425,0,0.161716353
117426,1,0.327805089
117427,0,0.192643378
117428,1,0.403222524
117429,1,0.223946207
117430,0,0.162745428
117431,1,0.273831877
117432,1,0.321456151
117433,1,0.31466829
117434,1,0.264687232
117435,0,0.061273914
117436,0,0.078036115
117437,0,0.19636623
117438,0,0.058585129
117439,0,0.101226224
117440,0,0.050734318
117441,1,0.423658312
117442,0,0.20508068
117443,0,0.071779723
117444,0,0.066087133
117445,0,0.117941022
117446,0,0.203139768
117447,0,0.120407464
117448,1,0.275177668
117449,0,0.093583466
117450,1,0.231481442
117451,0,0.103361617
117452,1,0.296949164
117453,1,0.260547062
117454,0,0.095741197
117455,1,0.322655548
117456,0,0.136811046
117457,1,0.309010976
117458,0,0.070829939
117459,1,0.232767886
117460,0,0.112907095
117461,0,0.065405493
117462,0,0.063221808
117463,0,0.185423162
117464,1,0.321514014
117465,0,0.066286181
117466,0,0.103539381
117467,0,0.089960689
117468,0,0.063170104
117469,0,0.215498444
117470,1,0.34078258
117471,0,0.079802592
117472,1,0.408854805
117473,0,0.148167766
117474,1,0.340950874
117475,1,0.321990561
117476,1,0.360180686
117477,1,0.345393012
117478,0,0.105573185
117479,0,0.188187407
117480,0,0.113297415
117481,1,0.25561759
117482,0,0.09036653
117483,1,0.379536242
117484,0,0.134062689
117485,1,0.354435065
117486,0,0.167328877
117487,1,0.35736183
117488,0,0.065367108
117489,1,0.284452394
117490,1,0.277946028
117491,0,0.190945845
117492,1,0.308567181
117493,0,0.077596094
117494,0,0.093043158
117495,0,0.153035613
117496,1,0.232832558
117497,0,0.061155128
117498,1,0.297424449
117499,0,0.133608208
117500,0,0.148508081
117501,1,0.263330889
117502,0,0.081535142
117503,0,0.115727418
117504,0,0.063995366
117505,0,0.136829056
117506,0,0.100105394
117507,0,0.056366931
117508,1,0.29390047
117509,0,0.143492823
117510,0,0.105030514
117511,1,0.409273425
117512,1,0.374045654
117513,0,0.167841101
117514,1,0.301087714
117515,0,0.083586985
117516,0,0.196563559
117517,0,0.209808757
117518,0,0.058828632
117519,0,0.057935449
117520,0,0.128542791
117521,0,0.07151915
117522,0,0.11515919
117523,0,0.077480486
117524,0,0.089061916
117525,1,0.278904256
117526,0,0.11022397
117527,0,0.110050118
117528,0,0.080849862
117529,1,0.220465336
117530,0,0.199732654
117531,1,0.30148599
117532,0,0.067863111
117533,1,0.361584831
117534,0,0.139085613
117535,0,0.044016014
117536,0,0.104442819
117537,0,0.082548675
117538,0,0.10493082
117539,0,0.166816769
117540,1,0.358240128
117541,0,0.167253483
117542,0,0.080016576
117543,1,0.398156789
117544,1,0.313572095
117545,0,0.062601651
117546,0,0.114180481
117547,0,0.012253838
117548,0,0.099405873
117549,1,0.497284076
117550,0,0.05785661
117551,0,0.129773804
117552,1,0.332613488
117553,0,0.108816189
117554,0,0.068891634
117555,0,0.117182718
117556,0,0.08689788
117557,0,0.190222067
117558,1,0.235746452
117559,1,0.296742659
117560,1,0.283549801
117561,0,0.072749899
117562,1,0.224431999
117563,0,0.109250407
117564,0,0.049128442
117565,0,0.130746476
117566,1,0.346444567
117567,0,0.179236705
117568,0,0.101987036
117569,1,0.320538171
117570,0,0.049972297
117571,1,0.309554702
117572,1,0.395634802
117573,0,0.0790453
117574,1,0.357276746
117575,0,0.086766435
117576,0,0.174173685
117577,1,0.219587596
117578,0,0.198598806
117579,1,0.3458825
117580,0,0.112452249
117581,0,0.076028196
117582,1,0.355255484
117583,1,0.427171816
117584,0,0.068352307
117585,0,0.114787905
117586,0,0.058794399
117587,0,0.093097898
117588,0,0.185078967
117589,1,0.376324182
117590,1,0.27605345
117591,1,0.326308119
117592,0,0.125689098
117593,0,0.209969756
117594,0,0.169833392
117595,1,0.237357259
117596,0,0.079795742
117597,0,0.091827058
117598,1,0.25151727
117599,1,0.372417292
117600,0,0.063112924
117601,0,0.075135666
117602,0,0.079746305
117603,1,0.352325322
117604,0,0.061814552
117605,0,0.101450068
117606,0,0.207764974
117607,0,0.080094403
117608,0,0.069073696
117609,0,0.190404194
117610,1,0.325777537
117611,1,0.299768163
117612,1,0.357991313
117613,0,0.160015491
117614,0,0.14442919
117615,1,0.279826622
117616,1,0.317120544
117617,0,0.116490521
117618,1,0.431171179
117619,0,0.147069088
117620,0,0.065328531
117621,0,0.103828106
117622,1,0.240090645
117623,0,0.104507912
117624,1,0.395798919
117625,0,0.101695668
117626,1,0.256057718
117627,0,0.149818263
117628,0,0.072452177
117629,0,0.170675543
117630,0,0.088180068
117631,0,0.096641191
117632,0,0.20614882
117633,1,0.244769873
117634,0,0.109932395
117635,1,0.2456981
117636,1,0.316662476
117637,1,0.27202677
117638,1,0.260391823
117639,0,0.083417365
117640,1,0.368227226
117641,1,0.373069756
117642,0,0.056651894
117643,0,0.11337579
117644,0,0.09747732
117645,0,0.112788054
117646,0,0.137543496
117647,0,0.13613698
117648,0,0.067933326
117649,1,0.266610614
117650,0,0.070630401
117651,0,0.116357947
117652,0,0.103262586
117653,1,0.268863854
117654,0,0.067052268
117655,0,0.06958497
117656,0,0.071616401
117657,1,0.30067285
117658,0,0.072526851
117659,1,0.318724644
117660,0,0.102250597
117661,0,0.102858541
117662,1,0.300191414
117663,0,0.186967985
117664,0,0.062146508
117665,0,0.167541227
117666,1,0.363195861
117667,1,0.253339244
117668,0,0.13279242
117669,0,0.148119046
117670,0,0.178865313
117671,0,0.053403744
117672,0,0.096741111
117673,1,0.387194388
117674,1,0.431692313
117675,0,0.080993914
117676,0,0.116337376
117677,0,0.084676809
117678,1,0.293357148
117679,0,0.117896572
117680,1,0.28604236
117681,1,0.455635833
117682,0,0.091384118
117683,0,0.104497227
117684,1,0.223119682
117685,0,0.066913582
117686,1,0.40679573
117687,1,0.29312882
117688,1,0.298692974
117689,0,0.121128699
117690,0,0.090521487
117691,1,0.306011887
117692,1,0.387664892
117693,1,0.255786548
117694,1,0.364849541
117695,1,0.424786068
117696,1,0.366432102
117697,1,0.418706777
117698,0,0.206356534
117699,0,0.201838998
117700,0,0.11688658
117701,0,0.128940683
117702,1,0.233442215
117703,1,0.262419918
117704,1,0.329765191
117705,0,0.203677597
117706,0,0.064543191
117707,1,0.235040064
117708,0,0.061733261
117709,1,0.285426641
117710,0,0.053677765
117711,1,0.338538979
117712,0,0.058325224
117713,1,0.284255943
117714,1,0.23526757
117715,0,0.07225921
117716,0,0.107065624
117717,0,0.102352451
117718,0,0.086310303
117719,1,0.257921378
117720,0,0.080401744
117721,0,0.19968642
117722,0,0.191764457
117723,0,0.196585482
117724,0,0.1958183
117725,0,0.09871029
117726,0,0.089215537
117727,0,0.208841948
117728,1,0.256571037
117729,0,0.099182771
117730,0,0.083598508
117731,1,0.373884675
117732,0,0.110077087
117733,1,0.257015231
117734,0,0.081173712
117735,0,0.15604851
117736,1,0.253028553
117737,0,0.110403203
117738,0,0.066217506
117739,1,0.337636712
117740,0,0.129525368
117741,1,0.329877501
117742,0,0.148807614
117743,0,0.077286209
117744,0,0.066311357
117745,0,0.12524547
117746,1,0.220749976
117747,0,0.205330523
117748,0,0.147994976
117749,0,0.075422652
117750,0,0.14252687
117751,0,0.205884301
117752,0,0.065912792
117753,1,0.235269433
117754,1,0.247494651
117755,1,0.234224997
117756,0,0.199326361
117757,0,0.105483233
117758,1,0.241087093
117759,1,0.315487456
117760,0,0.07813185
117761,0,0.088321507
117762,0,0.157103011
117763,0,0.159615946
117764,1,0.308931331
117765,0,0.062877283
117766,0,0.216512847
117767,0,0.032323007
117768,0,0.06900427
117769,1,0.336712086
117770,0,0.064487207
117771,0,0.156623903
117772,1,0.267353947
117773,0,0.124929186
117774,1,0.242492625
117775,0,0.064218387
117776,0,0.138332466
117777,0,0.182302807
117778,0,0.169161707
117779,0,0.072648719
117780,0,0.178848761
117781,0,0.156036955
117782,0,0.080352389
117783,0,0.073434734
117784,0,0.083718424
117785,0,0.101125053
117786,0,0.122674039
117787,0,0.207929614
117788,0,0.112704074
117789,0,0.120038654
117790,0,0.112992324
117791,0,0.095531859
117792,0,0.062333053
117793,0,0.079301208
117794,0,0.115427187
117795,1,0.281954637
117796,0,0.049349162
117797,0,0.149252587
117798,0,0.080887211
117799,1,0.241770414
117800,0,0.126928965
117801,0,0.074108735
117802,0,0.078643701
117803,0,0.048969762
117804,0,0.207151542
117805,0,0.108934513
117806,1,0.419611897
117807,0,0.184418559
117808,0,0.060091158
117809,0,0.181353915
117810,1,0.262686562
117811,0,0.06562282
117812,0,0.071976707
117813,1,0.221519699
117814,1,0.25466729
117815,0,0.087247266
117816,1,0.390329554
117817,0,0.150394557
117818,0,0.126031413
117819,1,0.286048981
117820,1,0.350327591
117821,0,0.186078201
117822,1,0.398902492
117823,0,0.08874539
117824,0,0.117252352
117825,0,0.064180991
117826,0,0.123015287
117827,0,0.092319045
117828,1,0.335427021
117829,0,0.18616276
117830,0,0.065597844
117831,0,0.209834615
117832,1,0.283145988
117833,0,0.087601681
117834,0,0.129756476
117835,0,0.124261409
117836,1,0.410206693
117837,1,0.268287035
117838,0,0.189428791
117839,0,0.080026856
117840,0,0.116143813
117841,0,0.073949276
117842,0,0.066873589
117843,0,0.087771704
117844,0,0.092127248
117845,0,0.129856351
117846,0,0.067468905
117847,0,0.091819724
117848,0,0.089135437
117849,1,0.353604318
117850,0,0.086549633
117851,1,0.417655032
117852,1,0.26173133
117853,1,0.260141452
117854,1,0.268904044
117855,1,0.377315693
117856,0,0.045176941
117857,1,0.299992147
117858,1,0.333247571
117859,0,0.141045958
117860,0,0.075907404
117861,1,0.250399387
117862,0,0.102497055
117863,0,0.099727089
117864,1,0.351034312
117865,1,0.256720704
117866,1,0.349721516
117867,1,0.335574157
117868,0,0.156609295
117869,1,0.237434306
117870,0,0.073519962
117871,0,0.103366783
117872,0,0.061400213
117873,1,0.238506334
117874,0,0.058877633
117875,0,0.104980632
117876,1,0.245419863
117877,0,0.167359603
117878,0,0.077721662
117879,0,0.100818787
117880,0,0.05991283
117881,1,0.273740337
117882,1,0.322103748
117883,0,0.089927981
117884,0,0.066239004
117885,0,0.155536652
117886,1,0.288279354
117887,1,0.277320339
117888,0,0.143327365
117889,0,0.066812642
117890,1,0.394484878
117891,1,0.26319173
117892,0,0.160391652
117893,1,0.237473814
117894,0,0.080844668
117895,0,0.074842701
117896,0,0.156835894
117897,0,0.08613209
117898,1,0.220377394
117899,0,0.047647851
117900,0,0.194452156
117901,0,0.073601227
117902,1,0.444189386
117903,0,0.070878633
117904,0,0.189714846
117905,1,0.269377524
117906,0,0.104869096
117907,1,0.336323369
117908,0,0.077211106
117909,0,0.060659145
117910,1,0.223019501
117911,0,0.155852163
117912,1,0.327296848
117913,0,0.13787943
117914,1,0.227874858
117915,0,0.070662098
117916,1,0.236714066
117917,0,0.085284555
117918,0,0.122239529
117919,0,0.066882449
117920,1,0.298331618
117921,1,0.287736267
117922,0,0.050925311
117923,0,0.115446371
117924,0,0.199050958
117925,0,0.07951251
117926,0,0.074634082
117927,0,0.053030469
117928,0,0.05650979
117929,0,0.06096118
117930,0,0.068259739
117931,0,0.13558627
117932,0,0.083339239
117933,0,0.120184629
117934,0,0.164167909
117935,0,0.075486677
117936,0,0.173806535
117937,0,0.102568722
117938,0,0.057797909
117939,0,0.097792085
117940,0,0.214505486
117941,1,0.353741804
117942,0,0.21153587
117943,0,0.179917903
117944,0,0.147125348
117945,0,0.121432924
117946,1,0.304725964
117947,1,0.301518722
117948,0,0.092135293
117949,1,0.351193578
117950,0,0.06947539
117951,0,0.066680382
117952,1,0.281726902
117953,1,0.340089462
117954,0,0.097755949
117955,1,0.233828903
117956,0,0.106456432
117957,0,0.120703317
117958,0,0.07440366
117959,1,0.293092896
117960,0,0.087594399
117961,0,0.112242964
117962,1,0.252392986
117963,0,0.06717361
117964,0,0.078696472
117965,0,0.187399507
117966,1,0.224002396
117967,1,0.23337684
117968,1,0.254469396
117969,0,0.153435533
117970,1,0.223394197
117971,0,0.164164353
117972,1,0.261949081
117973,0,0.065234156
117974,0,0.169639126
117975,0,0.156477368
117976,0,0.05840875
117977,0,0.070066501
117978,1,0.466049265
117979,0,0.052644106
117980,1,0.229723053
117981,1,0.233697354
